REF_NO,children,age_band,status,occupation,occupation_partner,home_status,family_income,self_employed,self_employed_partner,year_last_moved,TVarea,post_code,post_area,Average_Credit_Card_Transaction,Balance_Transfer,Term_Deposit,Life_Insurance,Medical_Insurance,Average_A/C_Balance,Personal_Loan,Investment_in_Mutual_Fund,Investment_Tax_Saving_Bond,Home_Loan,Online_Purchase_Amount,gender,region,Investment_in_Commudity,Investment_in_Equity,Investment_in_Derivative,Portfolio_Balance,Revenue_Grid
7992,1,45-50,Partner,Housewife,Professional,Own Home,"<20,000, >=17,500",No,Yes,1983,Scottish TV,KA10 6NF,KA10,0.0,165.93,178.89,200.82,45.48,16.95,17.49,9.98,1.0,0.0,0.0,Female,Scotland,118.22,7.57,48.62,150.25,2
2466,1,51-55,Partner,Housewife,Business Manager,Own Home,">=35,000",No,No,1986,Meridian,L7 3NS,L7,39.45,0.01,90.44,0.01,28.98,19.45,279.75,6.52,10.48,0.0,43.97,Female,North West,31.78,60.03,57.53,179.01,2
770,Zero,45-50,Partner,Other,Professional,Own Home,"<25,000, >=22,500",Yes,Yes,1973,Central,B65 8BA,B65,0.0,51.98,0.0,151.43,0.0,76.05,0.0,58.95,0.0,21.47,19.98,Female,West Midlands,40.68,29.41,47.74,77.02,2
8651,Zero,61-65,Divorced/Separated,Retired,Business Manager,Own Home,"<10,000, >= 8,000",No,No,1959,Carlton,CR5 1RH,CR5,0.0,29.99,0.0,193.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Female,South East,44.78,0.0,32.32,43.06,1
11067,1,36-40,Partner,Professional,Professional,Own Home,">=35,000",No,No,1989,Tyne Tees,NE38 0NW,NE38,27.48,0.01,41.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Female,North,13.89,0.0,0.0,38.94,2
3704,Zero,22-25,Single/Never Married,Secretarial/Admin,Unknown,Own Home,"<20,000, >=17,500",No,No,1997,Central,LE10 0PX,LE10,0.0,149.48,0.0,205.91,0.0,176.85,56.47,131.3,0.0,0.0,5.48,Female,East Midlands,71.08,61.68,95.09,234.99,2
6637,Zero,36-40,Partner,Secretarial/Admin,Manual Worker,Own Home,"<25,000, >=22,500",No,No,1994,Scottish TV,KY11 4BH,KY11,0.0,0.0,0.0,27.48,0.0,0.0,0.0,50.95,0.0,0.0,0.0,Female,Scotland,5.5,8.49,13.07,44.67,2
9440,Zero,45-50,Partner,Unknown,Unknown,Own Home,">=35,000",Yes,No,1997,Unknown,CH60 8PA,CH60,20.0,0.0,0.0,0.0,19.48,0.0,0.0,0.0,0.0,0.0,0.0,Male,Unknown,7.9,0.0,3.25,-24.64,2
2813,2,41-45,Partner,Professional,Housewife,Own Home,">=35,000",No,No,1989,Central,CV7 7NQ,CV7,0.0,0.0,119.48,0.0,0.0,0.0,43.97,0.0,4.99,0.0,0.0,Male,West Midlands,23.9,8.16,8.16,93.46,2
4639,Zero,51-55,Partner,Retired,Manual Worker,Own Home,"<30,000, >=27,500",No,No,1997,Yorkshire,S35 1DJ,S35,0.0,34.49,0.0,0.0,6.99,0.0,40.98,42.46,0.0,0.0,62.95,Female,Unknown,8.3,24.4,15.07,79.1,1
3247,Zero,55-60,Partner,Retired,Other,Own Home,"<12,500, >=10,000",No,No,1988,Yorkshire,LS20 9BD,LS20,35.46,106.88,97.45,72.91,19.47,109.43,0.0,44.96,16.44,11.73,0.0,Male,Unknown,66.43,30.43,43.87,147.49,2
4212,1,41-45,Partner,Secretarial/Admin,Professional,Own Home,">=35,000",No,No,1991,Anglia,IP6 9AR,IP6,17.48,0.0,0.0,0.0,44.97,0.0,74.43,0.0,0.0,0.0,0.0,Female,East Anglia,12.49,12.41,19.9,95.98,2
8095,Zero,55-60,Single/Never Married,Unknown,Unknown,Own Home,"< 8,000, >= 4,000",No,No,1959,Yorkshire,LS18 4PW,LS18,0.0,0.0,11.49,24.99,24.95,56.92,0.0,67.94,15.46,4.98,15.95,Female,Unknown,12.29,26.88,31.71,62.08,2
7122,2,26-30,Partner,Professional,Housewife,Own Home,"<20,000, >=17,500",No,No,1997,TV South West,PL12 6EX,PL12,0.0,0.52,23.94,32.97,14.98,41.46,15.99,88.47,8.98,0.0,0.0,Male,South West,14.48,25.82,33.81,41.22,2
5621,1,45-50,Divorced/Separated,Housewife,Unknown,Own Home,"<15,000, >=12,500",No,Yes,1978,Tyne Tees,TS12 1NA,TS12,64.45,14.97,45.96,86.94,25.97,44.98,191.78,0.0,39.18,0.0,53.47,Female,North,47.66,54.9,64.81,152.14,2
6758,Zero,Unknown,Widowed,Professional,Unknown,Own Home,Unknown,No,No,1995,Grampian,KY14 7PU,KY14,0.0,22.46,0.0,48.69,0.0,29.49,0.0,27.98,0.0,0.0,0.0,Female,Scotland,14.23,9.58,17.69,46.51,2
5216,Zero,65-70,Partner,Retired,Retired,Own Home,"< 4,000",No,No,1965,Yorkshire,HX2 7RB,HX2,0.0,0.0,63.96,0.0,29.99,0.0,0.0,0.0,0.0,0.0,0.0,Female,Unknown,18.79,0.0,5.0,13.82,2
6575,1,51-55,Partner,Secretarial/Admin,Professional,Own Home,"<27,500, >=25,000",No,No,1986,Central,GL4 8DQ,GL4,11.48,0.01,41.97,59.44,51.43,39.97,392.65,37.46,27.95,44.66,36.97,Male,South West,32.87,96.61,101.48,305.62,2
4590,Zero,65-70,Partner,Housewife,Professional,Own Home,"<22,500, >=20,000",No,No,1966,Carlton,L5 9PA,L5,0.0,100.96,0.0,10.0,0.0,0.0,0.0,0.0,29.99,0.0,0.0,Female,North West,22.19,5.0,6.67,2.99,2
2545,Zero,71+,Divorced/Separated,Retired,Unknown,Own Home,"<12,500, >=10,000",No,No,1972,Meridian,PR16 3BA,PR16,6.49,11.97,17.46,35.05,0.0,0.0,0.0,13.94,0.0,0.0,0.0,Female,North West,14.19,2.32,8.17,-9.89,2
8613,2,31-35,Partner,Secretarial/Admin,Business Manager,Own Home,"<30,000, >=27,500",No,No,1996,Carlton,WA6 7DB,WA6,0.0,98.98,59.97,0.0,44.47,134.77,53.46,112.4,25.46,0.0,35.98,Female,North West,40.68,60.35,61.76,165.61,1
1063,Zero,51-55,Partner,Other,Manual Worker,Own Home,"<22,500, >=20,000",No,No,1996,Anglia,MK3 7PP,MK3,39.98,0.51,0.0,0.0,0.0,0.0,0.0,35.97,0.0,0.0,0.0,Female,South East,8.1,6.0,6.0,15.88,2
2650,Zero,22-25,Partner,Professional,Professional,Own Home,"<30,000, >=27,500",No,No,1998,Granada,WA4 2SJ,WA4,0.0,0.0,0.0,66.97,0.0,0.0,0.0,56.45,0.0,0.0,0.0,Female,North West,13.39,9.41,20.57,40.65,2
5550,Zero,61-65,Partner,Retired,Retired,Own Home,"< 8,000, >= 4,000",No,No,1962,Scottish TV,KY11 2QU,KY11,44.45,66.95,11.99,90.41,51.45,26.95,185.34,140.39,31.22,2.49,61.08,Female,Scotland,53.05,74.58,87.63,210.88,2
590,1,45-50,Partner,Professional,Secretarial/Admin,Own Home,"<17,500, >=15,000",No,No,1985,Carlton,HP3 0JR,HP3,0.0,74.47,51.23,205.4,2.99,82.46,17.99,39.96,1.0,10.73,5.49,Male,South East,66.82,26.27,58.3,159.73,2
591,Zero,31-35,Single/Never Married,Professional,Unknown,Own Home,">=35,000",No,No,1998,Carlton,PR7 6SD,PR7,0.0,162.91,30.0,138.44,0.0,39.48,0.0,62.93,0.0,0.0,0.0,Male,North West,66.27,17.07,40.14,131.29,2
6077,Zero,61-65,Partner,Business Manager,Other,Own Home,"<25,000, >=22,500",No,No,1960,Carlton,GU18 5TR,GU18,0.0,0.0,0.0,57.47,19.99,17.99,15.99,39.97,0.0,0.0,0.0,Male,South East,15.49,12.33,25.24,88.65,2
11373,Zero,55-60,Partner,Retired,Retired,Own Home,"<17,500, >=15,000",No,No,1979,Meridian,SO50 6HX,SO50,75.95,0.0,147.92,0.0,74.45,0.0,0.0,0.0,0.0,0.0,0.0,Female,South East,59.66,0.0,12.41,61.77,2
3826,2,31-35,Partner,Professional,Manual Worker,Own Home,"<10,000, >= 8,000",Yes,Yes,1995,Meridian,PO38 1QP,PO38,0.0,0.0,0.0,0.0,0.0,0.0,35.48,0.0,0.0,0.0,0.0,Female,South East,0.0,5.91,5.91,28.85,2
1496,Zero,22-25,Single/Never Married,Business Manager,Other,Own Home,"<25,000, >=22,500",No,No,1998,Carlton,RM8 1TE,RM8,19.49,60.95,34.48,0.0,0.0,10.98,0.0,41.98,0.0,0.0,0.0,Female,South East,22.98,8.83,8.83,93.37,2
4531,1,45-50,Partner,Secretarial/Admin,Manual Worker,Own Home,"<27,500, >=25,000",No,No,1996,Meridian,ME5 8YP,ME5,25.98,69.98,9.49,51.96,224.73,0.0,9.49,219.29,0.0,0.0,0.0,Female,South East,76.43,38.13,84.25,225.33,2
7381,3,41-45,Partner,Retired,Student,Rent from Council/HA,"<17,500, >=15,000",No,No,1996,Unknown,CH49 4NF,CH49,0.0,19.48,0.0,127.36,0.0,14.99,39.47,0.02,0.0,0.0,0.0,Male,Unknown,29.37,9.08,30.31,105.47,2
11013,Zero,51-55,Partner,Manual Worker,Manual Worker,Own Home,"<20,000, >=17,500",Yes,Yes,1986,Granada,PR5 3AA,PR5,113.96,69.47,45.98,88.45,54.42,48.43,0.0,88.38,1.0,21.94,0.0,Female,North West,74.46,26.63,46.78,178.94,2
1960,Zero,61-65,Partner,Retired,Retired,Own Home,"<12,500, >=10,000",No,No,1975,Central,CV32 6NN,CV32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Female,West Midlands,0.0,0.0,0.0,15.24,2
884,2,41-45,Partner,Secretarial/Admin,Unknown,Live in Parental Hom,"<30,000, >=27,500",No,No,1979,Central,L20 1PB,L20,79.45,0.51,73.42,73.95,0.01,29.99,65.93,96.87,9.98,0.0,29.53,Female,North West,45.47,38.72,46.12,128.55,2
10145,1,26-30,Partner,Housewife,Manual Worker,Own Home,"<22,500, >=20,000",No,No,1992,Yorkshire,YO32 3RN,YO32,68.41,219.34,38.46,241.78,55.93,99.38,10.97,83.77,47.37,3.48,7.37,Female,Unknown,124.78,42.06,89.87,261.23,1
10175,1,45-50,Partner,Professional,Professional,Own Home,">=35,000",No,No,1976,Anglia,MK43 8LH,MK43,0.0,0.0,14.49,13.99,3.99,7.99,28.96,0.0,0.5,0.0,0.0,Male,South East,6.49,6.24,9.24,-9.23,2
6371,Zero,22-25,Partner,Secretarial/Admin,Professional,Own Home,">=35,000",No,No,1996,Meridian,BH19 2LF,BH19,19.99,24.49,66.94,0.0,44.47,0.0,0.0,17.49,0.0,0.0,0.0,Female,South West,31.18,2.92,10.33,32.26,2
6794,Zero,51-55,Divorced/Separated,Professional,Unknown,Own Home,">=35,000",No,No,1971,Carlton,PR6 7QJ,PR6,0.0,0.0,0.0,16.97,13.98,8.48,0.0,51.44,0.0,0.0,0.0,Male,North West,6.19,9.99,15.15,2.66,2
732,1,36-40,Partner,Other,Professional,Own Home,Unknown,No,Yes,1986,Anglia,CO16 9JH,CO16,0.0,80.96,9.49,123.38,0.0,60.47,47.94,47.46,3.99,4.99,6.47,Female,South East,42.77,28.55,47.21,101.68,2
4265,3,36-40,Partner,Professional,Professional,Rent from Council/HA,">=35,000",No,No,1994,HTV,SA3 3DD,SA3,0.0,0.0,0.0,56.97,0.0,85.88,365.68,100.93,0.0,0.0,0.0,Female,Wales,11.39,92.08,101.58,203.9,2
2507,Zero,51-55,Divorced/Separated,Manual Worker,Unknown,Own Home,">=35,000",Yes,No,1986,Carlton,IG6 1LN,IG6,15.48,261.89,59.49,193.38,0.0,97.41,0.0,97.44,5.0,19.69,0.0,Male,South East,106.05,36.59,65.54,188.61,2
9709,3,36-40,Partner,Secretarial/Admin,Manual Worker,Own Home,"<20,000, >=17,500",No,Yes,1991,TV South West,TQ12 5HB,TQ12,0.0,0.0,0.0,0.01,11.98,11.99,0.0,0.0,0.0,0.0,0.0,Female,South West,2.4,2.0,4.0,-21.98,2
415,Zero,36-40,Single/Never Married,Unknown,Unknown,Own Home,">=35,000",Yes,No,1997,Meridian,BH17 9BB,BH17,9.99,0.0,19.99,0.0,46.98,0.0,37.47,13.99,0.0,0.0,0.0,Male,South West,15.39,8.58,16.41,57.15,2
11382,Zero,31-35,Single/Never Married,Secretarial/Admin,Business Manager,Own Home,">=35,000",No,No,1993,Carlton,SL6 3EF,SL6,0.0,199.45,0.0,112.43,0.0,32.98,0.0,0.01,0.0,0.0,0.0,Female,South East,62.38,5.5,24.24,59.78,2
4883,Zero,22-25,Partner,Secretarial/Admin,Manual Worker,Own Home,"<30,000, >=27,500",No,No,1992,Yorkshire,DN34 4BE,DN34,0.0,0.0,0.0,57.97,2.99,19.47,0.0,152.38,6.49,19.44,3.49,Female,Unknown,12.19,33.55,39.88,87.87,2
4799,1,45-50,Partner,Manual Worker,Manual Worker,Own Home,"<15,000, >=12,500",No,No,1986,Central,LE9 1UF,LE9,0.0,29.48,65.97,17.49,0.0,74.38,0.0,86.41,6.48,1.99,0.0,Male,East Midlands,22.59,28.21,30.79,80.11,2
423,Zero,41-45,Partner,Manual Worker,Other,Own Home,"<27,500, >=25,000",No,No,1980,TV South West,DT9 6AR,DT9,9.99,139.97,44.98,11.99,0.0,30.96,0.0,28.95,13.48,0.0,7.99,Male,South West,41.39,13.56,14.23,83.69,2
10873,2,45-50,Partner,Business Manager,Secretarial/Admin,Own Home,"<30,000, >=27,500",No,No,1988,Carlton,SE13 5HN,SE13,238.44,0.0,0.0,0.0,34.48,0.0,42.98,0.0,19.99,0.0,0.0,Unknown,South East,54.58,10.5,16.24,54.72,1
2530,1,45-50,Partner,Secretarial/Admin,Manual Worker,Own Home,">=35,000",No,Yes,1982,HTV,CF62 7BJ,CF62,181.46,0.0,0.0,0.0,0.0,45.93,0.0,100.9,7.49,0.0,20.96,Female,Wales,36.29,29.21,25.72,127.09,1
10009,1,41-45,Partner,Secretarial/Admin,Business Manager,Own Home,">=35,000",No,No,1986,Carlton,L10 6HL,L10,0.0,189.92,0.0,176.88,6.49,61.46,36.94,112.37,11.99,0.0,0.0,Female,North West,74.66,37.13,67.69,207.62,2
1839,Zero,55-60,Partner,Retired,Retired,Own Home,"<22,500, >=20,000",No,No,1997,Anglia,PE14 9AF,PE14,0.0,0.02,98.47,46.96,47.44,84.93,0.0,76.93,29.98,8.48,0.0,Female,East Anglia,38.58,33.39,47.71,111.73,2
7934,1,45-50,Divorced/Separated,Housewife,Unknown,Own Home,">=35,000",No,No,1992,TV South West,TQ2 6TY,TQ2,0.0,0.0,0.0,27.98,35.99,32.48,0.0,29.46,27.66,30.47,0.0,Female,South West,12.79,20.01,25.6,92.87,2
8591,Zero,41-45,Partner,Housewife,Business Manager,Own Home,"<27,500, >=25,000",No,No,1996,Yorkshire,HX4 8PN,HX4,0.0,0.0,9.49,51.98,9.99,11.99,18.98,0.0,1.0,0.0,0.0,Female,Unknown,14.29,5.33,15.66,18.95,2
2089,Zero,51-55,Partner,Retired,Retired,Own Home,"<17,500, >=15,000",No,No,1975,Yorkshire,LN4 1PL,LN4,0.0,75.98,0.0,25.0,42.95,44.96,9.0,11.99,0.0,0.0,0.0,Female,East Midlands,28.79,10.99,22.32,77.43,2
4142,Zero,61-65,Partner,Retired,Retired,Own Home,"<15,000, >=12,500",No,No,1965,Meridian,RG7 1EF,RG7,4.99,18.0,0.0,0.0,0.0,4.49,39.43,0.0,28.47,44.39,0.0,Male,South East,4.6,19.46,12.07,22.42,2
1094,2,41-45,Partner,Professional,Secretarial/Admin,Own Home,"<25,000, >=22,500",No,No,1987,Tyne Tees,DL1 2SB,DL1,0.0,52.97,0.0,52.96,4.99,71.42,0.0,19.48,17.98,20.44,3.98,Male,North,22.18,22.22,27.81,68.56,2
3429,2,31-35,Partner,Housewife,Other,Own Home,"<17,500, >=15,000",No,No,1987,Ulster,BT19 6NN,BT19,0.0,165.95,0.0,92.47,46.96,60.43,40.97,41.46,25.96,9.98,36.97,Female,Northern Ireland,61.08,35.96,51.38,130.98,2
7508,Zero,61-65,Partner,Retired,Retired,Own Home,"<27,500, >=25,000",No,No,1989,Ulster,BT16 1XY,BT16,0.0,44.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Male,Northern Ireland,9.0,0.0,0.0,61.36,2
11141,1,26-30,Single/Never Married,Housewife,Unknown,Own Home,"<22,500, >=20,000",No,Yes,1998,Anglia,PE7 3HF,PE7,0.0,0.0,0.0,0.0,20.98,14.99,0.0,0.0,0.0,14.99,0.0,Female,East Anglia,4.2,5.0,6.0,-14.78,2
2717,2,31-35,Partner,Professional,Manual Worker,Own Home,"<25,000, >=22,500",No,No,1993,Granada,WA4 2LF,WA4,0.0,0.0,0.0,0.0,0.0,0.0,33.47,15.98,1.0,24.47,0.0,Female,North West,0.0,12.49,8.41,15.06,2
9495,Zero,55-60,Partner,Manual Worker,Manual Worker,Own Home,"<25,000, >=22,500",No,No,1977,TV South West,PL31 1PD,PL31,182.44,29.49,493.78,92.95,185.33,159.93,0.0,105.43,0.0,41.73,0.0,Male,South West,196.8,51.18,90.61,343.37,2
403,Zero,61-65,Partner,Retired,Retired,Own Home,"< 4,000",No,No,1974,Yorkshire,YO12 6HR,YO12,54.97,0.0,0.51,37.97,0.0,0.0,28.96,0.0,12.79,0.0,9.98,Female,Unknown,18.69,8.62,13.29,30.07,2
4370,Zero,65-70,Widowed,Unknown,Unknown,Own Home,"< 4,000",No,No,1982,Anglia,NR21 8NP,NR21,9.49,64.97,140.93,170.92,9.99,76.37,0.0,200.25,36.96,10.98,0.0,Female,East Anglia,79.26,54.09,82.42,253.98,2
9651,Zero,51-55,Partner,Secretarial/Admin,Manual Worker,Own Home,"<27,500, >=25,000",No,No,1967,Scottish TV,EH21 6NQ,EH21,69.98,34.99,0.0,104.44,24.49,0.0,0.0,45.96,0.0,0.0,0.0,Female,Scotland,46.78,7.66,29.15,93.94,2
1419,1,22-25,Partner,Professional,Professional,Own Home,">=35,000",No,No,1996,Carlton,RM8 2BG,RM8,24.99,55.48,0.0,21.99,15.99,112.93,123.39,130.91,36.94,4.48,15.48,Female,South East,23.69,70.69,73.69,159.92,2
8534,Zero,45-50,Divorced/Separated,Secretarial/Admin,Secretarial/Admin,Own Home,"<25,000, >=22,500",No,No,1995,Carlton,GU12 6AX,GU12,29.98,0.0,14.99,4.01,34.95,0.0,0.0,81.46,0.0,0.0,0.0,Female,South East,16.79,13.58,20.07,55.35,2
9631,Zero,45-50,Partner,Secretarial/Admin,Professional,Own Home,">=35,000",No,No,1976,Meridian,BN13 2LA,BN13,159.45,53.46,24.99,74.97,51.42,73.9,27.98,65.15,14.97,4.73,255.34,Female,South East,72.86,73.68,51.4,186.19,1
7401,Zero,45-50,Partner,Manual Worker,Other,Own Home,"<22,500, >=20,000",No,No,1980,Scottish TV,KA11 4EY,KA11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.98,Female,Scotland,0.0,16.83,0.0,10.91,1
5781,Zero,65-70,Widowed,Retired,Unknown,Rent from Council/HA,"< 4,000",No,No,1986,Border,TD4 6EF,TD4,198.97,133.42,0.0,20.0,31.47,30.42,0.0,72.77,15.46,0.0,76.93,Female,Scotland,76.77,32.6,28.35,170.12,1
4209,1,31-35,Partner,Business Manager,Manual Worker,Own Home,"<25,000, >=22,500",No,No,1994,Central,MK18 3QU,MK18,7.99,0.0,0.01,0.0,36.98,22.94,0.0,0.0,4.0,4.99,11.98,Female,South East,9.0,7.32,10.65,17.1,2
1794,Zero,65-70,Partner,Retired,Retired,Own Home,"<10,000, >= 8,000",No,No,1986,Meridian,M52 9JP,M52,0.0,35.48,0.0,17.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Female,North West,10.59,0.0,2.92,28.56,2
7140,1,51-55,Partner,Secretarial/Admin,Unknown,Own Home,"<27,500, >=25,000",No,Yes,1971,Tyne Tees,TS19 7RE,TS19,0.0,0.0,283.89,0.0,91.44,0.0,17.59,0.0,0.0,9.23,0.0,Female,North,75.07,4.47,18.17,83.66,2
6184,Zero,71+,Partner,Retired,Retired,Own Home,"< 8,000, >= 4,000",No,No,1989,Anglia,PE37 7RY,PE37,0.0,17.99,46.96,20.45,0.0,0.0,0.0,50.45,0.0,2.24,0.0,Female,East Anglia,17.08,8.78,11.82,32.91,2
2940,1,45-50,Partner,Housewife,Professional,Own Home,">=35,000",No,No,1987,Granada,M33 2BU,M33,41.96,0.0,103.95,0.0,20.0,0.0,26.49,28.79,0.0,0.0,0.0,Female,North West,33.18,9.21,12.55,54.52,2
3897,Zero,45-50,Partner,Secretarial/Admin,Secretarial/Admin,Own Home,"<22,500, >=20,000",No,No,1985,Tyne Tees,TS23 3YA,TS23,0.0,0.0,0.0,23.49,0.0,0.0,0.0,43.47,0.0,0.0,0.0,Female,North,4.7,7.25,11.16,6.46,2
2326,Zero,26-30,Partner,Professional,Business Manager,Own Home,">=35,000",No,No,1997,Ulster,BT38 8XW,BT38,101.45,0.51,0.0,203.9,44.98,247.25,29.58,114.92,76.94,44.49,334.74,Female,Northern Ireland,70.17,141.32,119.6,382.59,1
10649,2,31-35,Partner,Secretarial/Admin,Manual Worker,Own Home,">=35,000",No,No,1988,Carlton,DA6 7AE,DA6,24.48,129.47,0.0,157.41,0.0,56.95,22.98,115.88,9.99,28.94,7.98,Female,South East,62.27,40.45,60.54,138.7,2
870,Zero,51-55,Divorced/Separated,Professional,Secretarial/Admin,Own Home,"<30,000, >=27,500",No,No,1983,Scottish TV,KY6 2LB,KY6,0.0,0.0,0.0,0.0,12.48,0.0,0.0,0.0,0.0,0.0,0.0,Female,Scotland,2.5,0.0,2.08,66.36,2
6116,Zero,55-60,Divorced/Separated,Retired,Unknown,Own Home,"<12,500, >=10,000",No,No,1997,TV South West,TR1 1BB,TR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.94,0.0,0.0,Female,South West,0.0,2.82,2.82,23.38,2
11021,Zero,51-55,Widowed,Other,Unknown,Own Home,"<10,000, >= 8,000",No,No,1989,Scottish TV,PA16 7PS,PA16,0.0,50.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Female,Scotland,10.1,0.0,0.0,25.32,2
4063,Zero,55-60,Partner,Manual Worker,Manual Worker,Own Home,"<17,500, >=15,000",Yes,No,1969,Tyne Tees,TS27 3PE,TS27,4.99,176.94,0.0,47.46,0.0,141.86,0.0,149.91,0.0,0.0,0.0,Female,North,45.88,48.63,56.54,176.88,1
635,2,41-45,Partner,Professional,Professional,Own Home,">=35,000",No,No,1986,HTV,SY24 5JP,SY24,44.47,24.49,78.46,31.48,0.0,0.0,0.01,0.0,0.0,0.0,0.0,Female,Wales,35.78,0.0,5.25,8.14,2
7598,2,41-45,Partner,Professional,Business Manager,Own Home,"<27,500, >=25,000",Yes,No,1978,Unknown,CH49 2NA,CH49,0.02,24.41,0.01,254.75,0.0,0.0,42.44,38.87,7.0,9.98,0.0,Male,Unknown,55.84,16.38,57.18,103.14,1
2913,Zero,45-50,Partner,Secretarial/Admin,Professional,Own Home,"<30,000, >=27,500",No,No,1976,Scottish TV,EH49 7JQ,EH49,0.0,60.44,0.0,172.91,0.0,39.98,6.49,0.0,10.0,10.78,0.0,Female,Scotland,46.67,11.21,38.23,118.18,2
6261,Zero,55-60,Single/Never Married,Business Manager,Manual Worker,Own Home,"<20,000, >=17,500",No,No,0,Anglia,CO8 5JP,CO8,81.83,40.46,62.44,120.89,65.24,8.98,0.0,96.3,49.99,0.0,262.85,Female,East Anglia,74.17,69.69,56.9,245.3,1
6056,Zero,51-55,Partner,Retired,Professional,Own Home,"<12,500, >=10,000",No,No,1982,Central,DY7 6RS,DY7,0.01,69.98,0.0,13.48,0.02,17.49,0.0,0.0,0.0,0.0,0.0,Female,West Midlands,16.7,2.92,5.17,56.26,2
10055,Zero,55-60,Partner,Professional,Professional,Own Home,">=35,000",Yes,Yes,1990,Central,NG13 8LN,NG13,0.0,0.0,57.48,0.0,0.0,14.49,0.01,0.0,2.99,0.0,0.0,Male,East Midlands,11.5,2.92,2.92,3.65,2
5158,Zero,45-50,Partner,Professional,Professional,Own Home,">=35,000",No,No,1985,Carlton,EN2 6SB,EN2,0.0,0.0,0.0,15.03,0.0,0.0,0.0,23.98,0.0,0.0,0.0,Male,South East,3.01,4.0,6.5,-0.2,2
1910,Zero,55-60,Partner,Professional,Housewife,Own Home,"<22,500, >=20,000",No,Yes,1962,Central,DE3 5BR,DE3,275.39,44.94,117.42,132.43,231.73,191.36,101.41,27.98,3.99,23.96,1.99,Male,East Midlands,160.38,58.45,114.82,286.21,2
8413,2,36-40,Partner,Other,Professional,Own Home,">=35,000",No,Yes,1980,Central,DY6 7DL,DY6,37.48,0.01,0.0,0.0,0.0,0.0,122.87,58.9,0.0,34.46,39.97,Female,West Midlands,7.5,42.7,30.3,93.3,2
409,Zero,51-55,Partner,Secretarial/Admin,Unknown,Own Home,">=35,000",No,Yes,1996,Meridian,PO7 8ST,PO7,33.98,48.98,0.0,47.98,5.0,0.0,0.0,0.0,1.0,0.0,0.0,Female,South East,27.19,0.17,9.0,68.24,2
2229,2,26-30,Partner,Professional,Professional,Own Home,">=35,000",No,No,1995,Granada,CW12 2BU,CW12,8.99,0.0,0.0,0.0,24.49,0.0,0.0,0.0,0.0,0.0,0.0,Female,North West,6.7,0.0,4.08,-5.53,2
9264,2,36-40,Partner,Housewife,Manual Worker,Own Home,"< 4,000",No,No,1984,Central,WS10 9SU,WS10,0.0,147.44,9.99,210.86,22.96,10.98,0.0,102.42,0.0,0.0,0.0,Female,West Midlands,78.25,18.9,57.87,157.33,2
4928,Zero,41-45,Partner,Professional,Secretarial/Admin,Own Home,">=35,000",No,No,1986,Meridian,L3 0JL,L3,0.0,22.99,0.0,14.49,39.96,0.0,25.48,0.0,0.0,0.0,0.0,Male,North West,15.49,4.25,13.32,23.22,2
11498,2,36-40,Divorced/Separated,Professional,Unknown,Own Home,"<25,000, >=22,500",No,No,1988,Unknown,CH61 0HD,CH61,0.0,0.0,111.95,0.0,7.99,0.0,0.0,21.99,0.0,0.0,11.49,Female,Unknown,23.99,5.58,5.0,45.65,2
164,1,41-45,Partner,Housewife,Unknown,Own Home,">=35,000",No,No,1978,Central,ST15 0JY,ST15,0.0,139.98,29.98,13.99,0.0,8.98,88.94,33.98,19.49,0.0,0.0,Female,West Midlands,36.79,25.23,27.56,119.68,2
1902,2,26-30,Partner,Housewife,Professional,Own Home,">=35,000",No,No,1993,Central,M6 0YQ,M6,10.99,52.98,9.49,69.96,17.48,2.49,110.12,43.46,0.0,3.99,0.0,Female,North West,32.18,26.68,40.59,91.97,2
3530,Zero,71+,Partner,Retired,Retired,Own Home,"<10,000, >= 8,000",No,No,1996,Ulster,BT19 1HG,BT19,11.99,149.98,0.01,35.44,0.0,27.98,0.0,0.0,19.99,0.0,0.0,Male,Northern Ireland,39.48,8.0,13.9,11.57,2
10206,1,41-45,Partner,Other,Manual Worker,Own Home,"<17,500, >=15,000",No,No,1975,Tyne Tees,DL15 9JJ,DL15,90.95,59.99,20.99,11.99,29.47,0.0,24.48,9.49,0.0,0.0,0.0,Female,North,42.68,5.66,12.57,31.85,2
8700,2,31-35,Partner,Housewife,Secretarial/Admin,Own Home,"<22,500, >=20,000",No,No,1989,Meridian,BN27 3NQ,BN27,0.0,0.52,0.0,47.92,19.46,3.99,0.0,0.06,8.98,0.0,70.25,Female,South East,13.58,13.88,13.4,-4.24,1
458,Zero,31-35,Partner,Business Manager,Secretarial/Admin,Own Home,">=35,000",No,No,1996,Carlton,GU16 5YH,GU16,116.44,24.99,136.93,505.78,27.95,70.89,0.0,118.37,24.99,0.0,24.99,Female,South East,162.42,39.87,124.66,353.77,1
